new line
164	173
164	172
162	171
161	170
160	169
158	167
152	162
150	161
145	158
142	157
131	153
128	150
126	149
123	147
120	145
117	144
116	141
114	140
110	136
108	135
106	133
106	131
104	128
101	128
101	125
98	125
96	122
94	120
93	119
92	117
90	115
88	114
86	113
85	112
83	110
81	108
80	106
79	105
77	104
77	102
77	101
76	100
73	98
72	97
70	95
70	94
67	92
66	91
66	90
64	89
62	87
62	86
61	85
59	84
58	82
57	81
57	80
55	78
54	77
52	75
51	74
51	73
50	72
49	71
47	69
46	68
45	67
45	66
44	66
43	64
43	63
41	62
41	61
40	61
39	59
38	58
37	56
36	56
36	54
34	52
34	51
33	51
32	50
32	49
31	49
31	48
30	48
30	47
30	46
new line
146	29
146	30
145	31
144	32
144	33
142	34
142	36
140	36
140	38
138	40
137	42
136	43
135	45
133	47
131	48
131	49
130	51
128	53
126	56
125	57
123	59
119	63
118	65
115	67
113	69
109	73
107	75
105	77
104	79
101	83
99	86
97	88
95	90
91	95
89	97
88	99
86	101
84	104
84	105
83	105
82	107
80	110
79	111
79	112
77	114
75	117
74	119
74	120
72	122
70	126
69	126
68	128
66	130
65	131
64	131
63	133
62	134
61	135
61	136
59	137
59	138
58	138
57	140
56	141
55	142
54	142
53	144
52	145
52	146
51	146
50	147
49	148
48	148
47	149
47	150
46	150
45	150
44	151
43	151
42	152
41	152
40	152
39	152
38	152
37	153
36	153
35	154
34	154
33	154
new line
79	42
79	43
79	45
79	47
79	48
79	52
79	54
79	57
79	59
79	63
79	66
79	68
79	71
79	77
79	79
79	83
79	86
79	92
79	95
79	97
79	100
79	104
79	106
79	109
79	111
79	117
80	120
80	123
80	126
80	129
80	131
80	132
80	134
80	136
80	137
80	138
80	139
80	142
80	143
80	144
80	145
80	148
80	149
80	150
80	151
80	152
80	153
80	154
80	156
80	157
80	159
80	160
79	160
78	161
77	161
new line
17	107
19	107
20	107
21	107
22	107
25	107
27	107
28	107
33	107
35	107
37	107
39	107
43	107
45	107
47	107
50	107
54	107
55	107
57	107
59	107
61	107
62	107
64	107
65	107
69	107
71	107
73	107
76	107
80	107
82	107
84	107
86	107
90	107
92	107
94	107
96	107
100	107
103	107
105	107
107	107
110	107
112	107
114	106
115	106
117	106
119	106
120	106
123	106
124	106
126	106
128	106
129	106
131	106
132	106
134	106
135	106
137	106
139	106
140	106
141	106
142	106
143	106
144	106
145	106
146	106
147	106
148	106
149	106
150	106
151	106
152	106
153	106
