new line
87	41
86	41
85	41
84	41
83	41
82	41
81	41
80	41
79	41
78	41
78	42
77	42
76	42
75	42
74	42
73	42
72	41
71	41
70	41
69	41
68	41
67	41
66	41
65	41
64	41
63	41
62	41
61	41
60	41
59	41
58	41
57	41
56	41
55	41
54	41
54	40
53	40
52	40
51	40
50	40
49	40
48	40
47	40
46	40
45	40
45	41
44	41
43	41
42	42
41	42
40	43
39	43
38	43
37	45
36	45
35	47
35	48
34	48
33	48
33	49
31	49
31	50
31	51
30	51
30	52
29	52
29	53
29	54
29	55
30	55
30	56
32	56
33	56
33	57
34	57
34	58
34	59
35	59
35	60
36	60
37	60
37	61
39	61
40	61
41	61
42	61
43	61
44	61
45	61
46	61
47	61
48	61
48	62
50	62
51	62
52	62
53	63
54	63
55	63
56	64
56	65
57	66
58	66
58	68
58	69
60	69
61	69
62	69
63	69
64	69
65	69
66	70
67	70
68	70
69	70
70	70
71	70
73	72
76	74
78	75
79	76
80	77
81	78
82	78
82	79
83	79
84	79
84	80
85	80
86	80
87	80
88	80
89	80
90	80
91	80
91	81
92	81
93	81
93	82
93	83
93	84
93	85
93	86
93	87
91	87
91	88
90	88
90	89
89	89
88	89
88	90
86	90
85	90
84	90
84	91
83	91
82	91
81	91
81	92
80	92
79	92
78	92
77	93
76	93
75	93
73	93
72	94
71	95
71	96
70	96
69	96
69	98
68	98
67	99
66	99
65	99
64	99
63	99
62	99
61	99
60	100
59	100
57	100
56	100
55	101
54	101
53	101
52	101
51	102
50	102
49	102
48	102
47	102
46	102
45	102
44	102
43	102
42	102
41	102
40	102
39	102
38	102
37	102
36	102
34	102
33	102
32	102
31	102
30	102
29	102
28	102
27	102
26	102
25	102
24	102
23	102
22	102
21	102
20	102
20	101
19	101
18	101
17	101
16	101
15	101
15	100
14	100
14	99
13	98
13	97
12	97
12	96
12	95
11	95
11	94
11	93
11	92
11	91
11	90
11	89
11	88
11	87
11	86
12	85
12	84
12	85
new line
119	28
119	29
119	30
119	31
119	32
119	33
119	34
119	35
119	36
119	38
119	39
119	41
118	42
118	43
118	44
118	46
118	47
118	48
118	50
118	51
118	52
117	53
117	54
117	56
117	57
117	59
117	60
117	61
117	62
117	63
117	64
117	65
117	66
117	67
117	69
117	70
117	71
117	72
117	73
117	74
117	75
117	76
117	77
117	78
117	79
117	80
117	81
118	83
120	83
120	84
121	85
122	86
122	87
123	87
123	88
124	88
124	89
125	89
125	90
125	91
125	92
126	93
126	94
126	95
127	96
127	97
128	98
129	99
130	100
131	100
132	100
133	100
135	100
136	100
137	100
138	101
139	101
140	101
141	101
142	101
143	101
144	101
145	101
146	101
146	100
146	99
146	98
146	97
146	96
147	96
147	95
148	95
149	95
new line
107	55
108	55
109	55
110	55
111	55
112	55
113	55
114	55
115	55
116	55
117	55
118	55
120	54
121	54
122	54
124	54
126	54
128	54
129	54
131	53
132	52
134	52
135	52
137	52
138	52
139	52
140	52
141	52
143	52
144	52
146	52
147	52
148	52
149	52
150	52
151	52
152	52
153	52
154	52
154	53
156	53
157	53
158	53
new line
173	99
174	99
175	99
176	99
177	99
178	99
178	100
178	101
177	101
176	102
175	102
175	103
174	103
173	103
173	102
173	101
173	100
new line
246	30
245	31
245	33
245	36
245	37
245	38
245	39
245	40
245	41
245	42
244	45
244	46
244	48
243	50
243	51
243	52
243	53
243	54
243	55
243	56
243	57
243	58
243	59
243	60
243	61
244	62
244	63
244	64
245	64
245	66
245	67
245	68
245	69
247	69
247	71
247	73
248	76
248	77
248	78
248	80
249	81
249	82
247	82
247	84
246	85
246	86
245	87
245	89
244	90
244	92
243	93
243	94
243	95
243	96
243	98
243	99
243	101
243	102
242	105
242	109
241	111
241	113
241	114
241	115
240	115
240	117
240	118
239	118
239	119
239	120
239	121
239	122
239	123
238	124
238	125
237	125
237	127
236	127
235	127
235	128
232	129
229	129
225	130
222	130
219	131
217	132
216	132
216	133
215	133
213	135
211	135
209	136
208	136
207	136
206	136
205	136
204	136
203	136
202	136
201	137
200	137
199	137
198	137
197	137
196	137
195	137
194	137
193	137
191	137
190	137
189	137
188	137
187	137
186	137
185	137
184	136
183	136
183	135
182	135
181	135
181	134
180	134
179	134
new line
280	48
280	49
280	50
280	51
280	52
280	53
280	54
280	55
280	56
280	57
280	58
280	59
280	60
280	61
280	62
280	63
280	65
280	66
280	68
280	70
280	72
280	74
280	76
280	77
280	78
280	79
280	80
280	81
280	82
278	84
278	85
278	87
278	88
278	89
278	90
279	91
280	91
282	91
283	91
285	93
286	93
287	93
289	94
290	94
291	94
292	94
293	94
294	94
295	93
296	93
297	93
298	93
299	93
300	92
301	92
302	92
303	91
303	90
304	89
304	88
304	87
304	86
306	84
306	83
308	83
309	82
310	81
311	81
311	80
313	80
314	79
315	79
315	78
317	78
317	77
319	77
319	76
321	76
321	75
321	74
321	73
321	72
321	71
321	70
321	69
321	68
323	68
323	67
323	66
325	66
325	65
326	64
326	63
327	62
327	61
328	60
329	59
330	58
330	57
331	56
332	55
333	54
334	53
334	52
334	51
333	51
333	50
332	50
331	50
331	51
330	51
330	52
329	53
329	54
329	55
329	56
329	57
329	58
329	59
327	59
327	60
327	61
327	62
327	63
326	65
326	66
326	68
326	69
326	71
326	72
326	73
326	74
326	75
326	76
326	77
326	78
326	79
326	80
326	81
326	82
326	83
326	84
326	85
326	86
326	87
326	88
326	90
326	91
326	93
326	94
326	96
326	98
326	99
326	100
326	102
327	102
328	102
330	102
331	102
333	102
335	102
336	102
338	102
339	102
340	102
341	102
342	102
342	101
342	100
343	100
343	99
new line
361	28
361	29
361	31
361	32
361	33
361	34
361	35
361	36
361	37
361	39
361	42
361	43
361	44
361	45
361	46
361	48
361	49
361	51
361	52
361	53
361	54
361	55
361	57
361	58
361	59
361	60
361	62
361	65
361	67
361	69
361	71
361	73
361	74
361	75
361	77
361	81
361	83
361	84
361	85
361	86
361	87
361	89
361	91
361	93
361	94
361	95
362	96
362	97
362	98
364	98
365	98
366	98
368	98
370	98
371	98
373	98
374	98
375	98
376	99
377	99
378	99
379	99
380	99
381	99
382	99
383	99
384	99
385	99
386	99
387	99
388	99
389	99
389	100
